4 , 23/10/2012 04:47:54:011 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101522401Recovered Amount :0.0
4 , 23/10/2012 04:48:05:384 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:384 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:05:384 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP100181501
4 , 23/10/2012 04:48:05:384 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:384 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:384 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:384 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:384 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:48:05:384 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090714301
4 , 23/10/2012 04:48:05:384 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:399 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:399 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:399 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:399 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:05:399 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:05:399 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101919001Oustanding Amount :740000.0
4 , 23/10/2012 04:48:05:399 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091567501
4 , 23/10/2012 04:48:05:399 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101919001Approved Application Amount :740000.0
4 , 23/10/2012 04:48:05:399 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:399 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101919001Claim Applied Amount :490817.0
4 , 23/10/2012 04:48:05:399 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:399 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101919001Recovered Amount :0.0
4 , 23/10/2012 04:48:05:415 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:415 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB101919001Default Amount :50000.0
4 , 23/10/2012 04:48:05:415 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:415 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:05:415 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:05:415 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:05:415 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090966101
4 , 23/10/2012 04:48:05:415 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:415 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:05:415 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:415 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090723001Oustanding Amount :50000.0
4 , 23/10/2012 04:48:05:415 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:415 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090723001Approved Application Amount :50000.0
4 , 23/10/2012 04:48:05:415 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:430 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090723001Claim Applied Amount :42500.0
4 , 23/10/2012 04:48:05:430 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:48:05:430 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090723001Recovered Amount :0.0
4 , 23/10/2012 04:48:05:430 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090671801
4 , 23/10/2012 04:48:05:430 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090723001Default Amount :60000.0
4 , 23/10/2012 04:48:05:430 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:430 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:05:430 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:430 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:05:430 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:430 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:446 , ClaimAction , displayClaimApproval() , memId :003000040000
4 , 23/10/2012 04:48:05:446 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12RA090672301
4 , 23/10/2012 04:48:05:446 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:446 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:446 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:446 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:446 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:05:446 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091944901
4 , 23/10/2012 04:48:05:446 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:446 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:446 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:446 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:446 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:05:446 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP100109601
4 , 23/10/2012 04:48:05:446 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:462 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:462 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:462 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:462 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:05:462 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090994901
4 , 23/10/2012 04:48:05:462 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:462 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:462 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:462 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:462 , ClaimAction , displayClaimApproval() , memId :000100550000
4 , 23/10/2012 04:48:05:462 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090672401
4 , 23/10/2012 04:48:05:477 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:05:477 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:477 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091270001Oustanding Amount :25000.0
4 , 23/10/2012 04:48:05:477 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:477 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091270001Approved Application Amount :25000.0
4 , 23/10/2012 04:48:05:477 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:477 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091270001Claim Applied Amount :21250.0
4 , 23/10/2012 04:48:05:477 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:477 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091270001Recovered Amount :0.0
4 , 23/10/2012 04:48:05:477 , ClaimAction , displayClaimApproval() , memId :000100580000
4 , 23/10/2012 04:48:05:477 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091270001Default Amount :740000.0
4 , 23/10/2012 04:48:05:477 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090489801
4 , 23/10/2012 04:48:05:493 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:05:493 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:493 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:05:493 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:493 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:493 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:493 , ClaimAction , displayClaimApproval() , memId :000100090000
4 , 23/10/2012 04:48:05:493 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:05:493 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP090799201
4 , 23/10/2012 04:48:05:493 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091563801Oustanding Amount :70000.0
4 , 23/10/2012 04:48:05:493 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:493 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091563801Approved Application Amount :70000.0
4 , 23/10/2012 04:48:05:493 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:508 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091563801Claim Applied Amount :59500.0
4 , 23/10/2012 04:48:05:508 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:508 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091563801Recovered Amount :0.0
4 , 23/10/2012 04:48:05:508 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:508 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091563801Default Amount :50000.0
4 , 23/10/2012 04:48:05:508 , ClaimAction , displayClaimApproval() , memId :000100510000
4 , 23/10/2012 04:48:05:508 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:05:508 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UT110010901
4 , 23/10/2012 04:48:05:508 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:05:508 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:508 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:508 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:508 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:508 , ClaimAction , displayClaimApproval() , memId :001400010000
4 , 23/10/2012 04:48:05:508 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP102742301
4 , 23/10/2012 04:48:05:524 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:524 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:524 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:524 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:524 , ClaimAction , displayClaimApproval() , memId :000100030000
4 , 23/10/2012 04:48:05:524 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB090593101
4 , 23/10/2012 04:48:05:524 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:524 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:524 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:524 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:540 , ClaimAction , displayClaimApproval() , memId :000100600000
4 , 23/10/2012 04:48:05:540 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UT100227701
4 , 23/10/2012 04:48:05:540 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:540 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:540 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:540 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:540 , ClaimAction , displayClaimApproval() , memId :001400010000
4 , 23/10/2012 04:48:05:540 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP101681401
4 , 23/10/2012 04:48:05:555 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:555 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:05:555 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:555 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090754201Oustanding Amount :50000.0
4 , 23/10/2012 04:48:05:555 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:555 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090754201Approved Application Amount :50000.0
4 , 23/10/2012 04:48:05:555 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:555 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090754201Claim Applied Amount :42500.0
4 , 23/10/2012 04:48:05:555 , ClaimAction , displayClaimApproval() , memId :000900110000
4 , 23/10/2012 04:48:05:555 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090754201Recovered Amount :0.0
4 , 23/10/2012 04:48:05:555 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12WB100221601
4 , 23/10/2012 04:48:05:555 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090754201Default Amount :25000.0
4 , 23/10/2012 04:48:05:555 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:571 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:05:571 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:571 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:05:571 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 23/10/2012 04:48:05:571 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:571 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100176301Oustanding Amount :60000.0
4 , 23/10/2012 04:48:05:571 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:571 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100176301Approved Application Amount :60000.0
4 , 23/10/2012 04:48:05:571 , ClaimAction , displayClaimApproval() , memId :003000040000
4 , 23/10/2012 04:48:05:571 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100176301Claim Applied Amount :51000.0
4 , 23/10/2012 04:48:05:571 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12RA090643501
4 , 23/10/2012 04:48:05:571 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100176301Recovered Amount :0.0
4 , 23/10/2012 04:48:05:586 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:586 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100176301Default Amount :70000.0
4 , 23/10/2012 04:48:05:586 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:586 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 23/10/2012 04:48:05:586 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:586 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 23/10/2012 04:48:05:586 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:586 , ClaimAction , displayClaimApproval() , memId :000100050000
4 , 23/10/2012 04:48:05:586 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12CG100007601
4 , 23/10/2012 04:48:05:586 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:586 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:586 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:602 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:602 , ClaimAction , displayClaimApproval() , memId :001400010000
4 , 23/10/2012 04:48:05:602 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12UP091102701
4 , 23/10/2012 04:48:05:602 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:602 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:602 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:602 , ClaimAction , displayClaimApproval() , ##################
4 , 23/10/2012 04:48:05:602 , ClaimAction , displayClaimApproval() , memId :001500210000
4 , 23/10/2012 04:48:05:602 , ClaimAction , displayClaimApproval() , claimrefnumber :CL12CH100041501
4 , 23/10/2012 04:48:05:602 , ClaimAction , displayClaimApproval() , clmStatus :NE
4 , 23/10/2012 04:48:05:602 , ClaimAction , displayClaimApproval() , forwardedToUser :null
4 , 23/10/2012 04:48:05:602 , ClaimAction , displayClaimApproval() , ###################
4 , 23/10/2012 04:48:05:618 , ClaimAction , displayClaimApproval() , ##################
