4 , 22/10/2012 07:01:10:932 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:35:923 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12AP070118201Default Amount :950000.0
4 , 22/10/2012 07:02:35:924 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:35:926 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:35:990 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:35:993 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL10AP060275601Oustanding Amount :54972.0
4 , 22/10/2012 07:02:35:996 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL10AP060275601Approved Application Amount :62000.0
4 , 22/10/2012 07:02:35:999 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL10AP060275601Claim Applied Amount :46875.0
4 , 22/10/2012 07:02:36:001 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL10AP060275601Recovered Amount :3000.0
4 , 22/10/2012 07:02:36:004 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL10AP060275601Default Amount :44621.0
4 , 22/10/2012 07:02:36:007 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:36:010 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:36:079 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:36:082 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100912601Oustanding Amount :214000.0
4 , 22/10/2012 07:02:36:084 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100912601Approved Application Amount :214000.0
4 , 22/10/2012 07:02:36:087 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100912601Claim Applied Amount :160500.0
4 , 22/10/2012 07:02:36:090 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100912601Recovered Amount :0.0
4 , 22/10/2012 07:02:36:093 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB100912601Default Amount :51972.0
4 , 22/10/2012 07:02:36:096 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:36:098 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:36:164 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:36:167 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101067601Oustanding Amount :207541.0
4 , 22/10/2012 07:02:36:169 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101067601Approved Application Amount :587250.0
4 , 22/10/2012 07:02:36:172 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101067601Claim Applied Amount :209605.0
4 , 22/10/2012 07:02:36:175 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101067601Recovered Amount :0.0
4 , 22/10/2012 07:02:36:177 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12KE101067601Default Amount :214000.0
4 , 22/10/2012 07:02:36:179 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:36:182 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:36:247 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:36:249 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100352201Oustanding Amount :500000.0
4 , 22/10/2012 07:02:36:252 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100352201Approved Application Amount :500000.0
4 , 22/10/2012 07:02:36:253 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100352201Claim Applied Amount :500000.0
4 , 22/10/2012 07:02:36:254 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100352201Recovered Amount :0.0
4 , 22/10/2012 07:02:36:255 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100352201Default Amount :207541.0
4 , 22/10/2012 07:02:36:256 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:36:257 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:36:319 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:36:320 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB070080001Oustanding Amount :853375.0
4 , 22/10/2012 07:02:36:321 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB070080001Approved Application Amount :1380000.0
4 , 22/10/2012 07:02:36:322 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB070080001Claim Applied Amount :651504.0
4 , 22/10/2012 07:02:36:323 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB070080001Recovered Amount :0.0
4 , 22/10/2012 07:02:36:324 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12WB070080001Default Amount :500000.0
4 , 22/10/2012 07:02:36:325 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:36:326 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:36:384 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:36:386 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100170001Oustanding Amount :8111175.0
4 , 22/10/2012 07:02:36:386 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100170001Approved Application Amount :8500000.0
4 , 22/10/2012 07:02:36:387 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100170001Claim Applied Amount :8111175.0
4 , 22/10/2012 07:02:36:388 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100170001Recovered Amount :0.0
4 , 22/10/2012 07:02:36:389 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12GU100170001Default Amount :853375.0
4 , 22/10/2012 07:02:36:390 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:36:391 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:36:462 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:36:463 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091606901Oustanding Amount :60000.0
4 , 22/10/2012 07:02:36:464 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091606901Approved Application Amount :60000.0
4 , 22/10/2012 07:02:36:465 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091606901Claim Applied Amount :51000.0
4 , 22/10/2012 07:02:36:466 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091606901Recovered Amount :0.0
4 , 22/10/2012 07:02:36:467 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091606901Default Amount :8111175.0
4 , 22/10/2012 07:02:36:468 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:36:469 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:36:528 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:36:529 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100101201Oustanding Amount :25000.0
4 , 22/10/2012 07:02:36:530 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100101201Approved Application Amount :25000.0
4 , 22/10/2012 07:02:36:532 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100101201Claim Applied Amount :25000.0
4 , 22/10/2012 07:02:36:533 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100101201Recovered Amount :0.0
4 , 22/10/2012 07:02:36:534 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12RA100101201Default Amount :60000.0
4 , 22/10/2012 07:02:36:535 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:36:536 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:36:616 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:36:619 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091637701Oustanding Amount :50000.0
4 , 22/10/2012 07:02:36:626 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091637701Approved Application Amount :50000.0
4 , 22/10/2012 07:02:36:629 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091637701Claim Applied Amount :42500.0
4 , 22/10/2012 07:02:36:633 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091637701Recovered Amount :0.0
4 , 22/10/2012 07:02:36:635 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091637701Default Amount :25000.0
4 , 22/10/2012 07:02:36:638 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:36:640 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:36:717 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:36:720 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090175701Oustanding Amount :25000.0
4 , 22/10/2012 07:02:36:723 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090175701Approved Application Amount :25000.0
4 , 22/10/2012 07:02:36:726 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090175701Claim Applied Amount :21250.0
4 , 22/10/2012 07:02:36:729 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090175701Recovered Amount :0.0
4 , 22/10/2012 07:02:36:732 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12BI090175701Default Amount :50000.0
4 , 22/10/2012 07:02:36:733 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:36:734 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:36:807 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:36:811 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090490201Oustanding Amount :66140.0
4 , 22/10/2012 07:02:36:813 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090490201Approved Application Amount :75000.0
4 , 22/10/2012 07:02:36:816 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090490201Claim Applied Amount :56219.0
4 , 22/10/2012 07:02:36:823 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090490201Recovered Amount :0.0
4 , 22/10/2012 07:02:36:825 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP090490201Default Amount :25000.0
4 , 22/10/2012 07:02:36:827 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:36:829 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:36:908 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:36:911 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091564501Oustanding Amount :80000.0
4 , 22/10/2012 07:02:36:913 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091564501Approved Application Amount :80000.0
4 , 22/10/2012 07:02:36:914 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091564501Claim Applied Amount :68000.0
4 , 22/10/2012 07:02:36:915 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091564501Recovered Amount :0.0
4 , 22/10/2012 07:02:36:916 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091564501Default Amount :66140.0
4 , 22/10/2012 07:02:36:917 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:36:918 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:36:980 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:36:983 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100220201Oustanding Amount :200000.0
4 , 22/10/2012 07:02:36:985 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100220201Approved Application Amount :200000.0
4 , 22/10/2012 07:02:36:988 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100220201Claim Applied Amount :170000.0
4 , 22/10/2012 07:02:36:991 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100220201Recovered Amount :0.0
4 , 22/10/2012 07:02:36:994 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100220201Default Amount :80000.0
4 , 22/10/2012 07:02:36:996 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:36:999 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:37:065 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:37:071 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091823201Oustanding Amount :50000.0
4 , 22/10/2012 07:02:37:074 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091823201Approved Application Amount :50000.0
4 , 22/10/2012 07:02:37:077 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091823201Claim Applied Amount :42500.0
4 , 22/10/2012 07:02:37:080 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091823201Recovered Amount :0.0
4 , 22/10/2012 07:02:37:083 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091823201Default Amount :200000.0
4 , 22/10/2012 07:02:37:086 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:37:089 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:37:157 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:37:160 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091600101Oustanding Amount :40000.0
4 , 22/10/2012 07:02:37:163 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091600101Approved Application Amount :40000.0
4 , 22/10/2012 07:02:37:166 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091600101Claim Applied Amount :34000.0
4 , 22/10/2012 07:02:37:168 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091600101Recovered Amount :0.0
4 , 22/10/2012 07:02:37:175 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091600101Default Amount :50000.0
4 , 22/10/2012 07:02:37:178 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:37:180 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:37:244 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:37:251 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091165701Oustanding Amount :50000.0
4 , 22/10/2012 07:02:37:254 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091165701Approved Application Amount :50000.0
4 , 22/10/2012 07:02:37:257 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091165701Claim Applied Amount :42500.0
4 , 22/10/2012 07:02:37:260 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091165701Recovered Amount :0.0
4 , 22/10/2012 07:02:37:263 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091165701Default Amount :40000.0
4 , 22/10/2012 07:02:37:265 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:37:268 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:37:334 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:37:337 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100976701Oustanding Amount :50000.0
4 , 22/10/2012 07:02:37:340 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100976701Approved Application Amount :50000.0
4 , 22/10/2012 07:02:37:343 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100976701Claim Applied Amount :42500.0
4 , 22/10/2012 07:02:37:346 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100976701Recovered Amount :0.0
4 , 22/10/2012 07:02:37:348 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100976701Default Amount :50000.0
4 , 22/10/2012 07:02:37:351 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:37:354 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:37:425 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:37:428 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100179601Oustanding Amount :5802.0
4 , 22/10/2012 07:02:37:431 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100179601Approved Application Amount :70000.0
4 , 22/10/2012 07:02:37:434 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100179601Claim Applied Amount :4932.0
4 , 22/10/2012 07:02:37:437 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100179601Recovered Amount :0.0
4 , 22/10/2012 07:02:37:439 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP100179601Default Amount :50000.0
4 , 22/10/2012 07:02:37:442 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:37:445 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:37:511 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:37:515 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091694401Oustanding Amount :60000.0
4 , 22/10/2012 07:02:37:518 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091694401Approved Application Amount :60000.0
4 , 22/10/2012 07:02:37:521 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091694401Claim Applied Amount :51000.0
4 , 22/10/2012 07:02:37:524 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091694401Recovered Amount :0.0
4 , 22/10/2012 07:02:37:527 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091694401Default Amount :5802.0
4 , 22/10/2012 07:02:37:531 , ClaimsProcessor , getClaimProcessingDetails() , pm.getCgtsiLiability() :0.75
4 , 22/10/2012 07:02:37:543 , CPDAO , isRecoveryDetailsAvailable() , Entered!
4 , 22/10/2012 07:02:37:609 , CPDAO , isRecoveryDetailsAvailable() , Exited!
4 , 22/10/2012 07:02:37:612 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091563001Oustanding Amount :60000.0
4 , 22/10/2012 07:02:37:615 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091563001Approved Application Amount :60000.0
4 , 22/10/2012 07:02:37:618 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091563001Claim Applied Amount :51000.0
4 , 22/10/2012 07:02:37:621 , ClaimsProcessor , getClaimProcessingDetails() , Claim Ref Number :CL12UP091563001Recovered Amount :0.0
